Order_ID,Order_Date,Product_ID,Product_Name,Category,Quantity,Planned_Production_Date,Production_Completion_Date,Production_Status,Production_Days,Planned_Qty,Actual_Qty,Production_Completion_%
ORD00213,2025-07-10,P001,PP Strapping Roll,Strapping Solutions,150,2025-07-13,2025-07-19,Completed,6,150,150,1
ORD00214,2025-02-09,P001,PP Strapping Roll,Strapping Solutions,150,2025-02-14,2025-02-18,Completed,4,150,150,1
ORD00215,2025-03-01,P006,Shrink Film Roll,Stretch / Film Solutions,35,2025-03-04,2025-03-10,Completed,6,35,35,1
ORD00216,2025-12-02,P001,PP Strapping Roll,Strapping Solutions,230,2025-12-07,2025-12-09,Completed,2,230,230,1
ORD00217,2025-01-27,P005,Stretch Film Roll,Stretch / Film Solutions,35,2025-01-30,2025-02-01,Completed,2,35,35,1
ORD00218,2025-08-22,P004,EPE Foam Roll,Protective Packaging,31,2025-08-24,2025-08-27,Completed,3,31,31,1
ORD00219,2025-10-07,P005,Stretch Film Roll,Stretch / Film Solutions,5,2025-10-10,2025-10-12,Completed,2,5,5,1
ORD00220,2025-06-07,P004,EPE Foam Roll,Protective Packaging,11,2025-06-09,2025-06-11,Pending,2,11,0,0
ORD00221,2025-07-31,P006,Shrink Film Roll,Stretch / Film Solutions,57,2025-08-04,2025-08-08,Completed,4,57,57,1
ORD00222,2025-05-02,P005,Stretch Film Roll,Stretch / Film Solutions,29,2025-05-06,2025-05-09,Completed,3,29,29,1
ORD00223,2025-10-27,P001,PP Strapping Roll,Strapping Solutions,100,2025-10-29,2025-10-31,Completed,2,100,100,1
ORD00224,2025-05-16,P009,Manual Strapping Tool,Packaging Tools & Equipment,9,2025-05-18,2025-05-19,Completed,1,9,9,1
ORD00225,2025-05-08,P005,Stretch Film Roll,Stretch / Film Solutions,44,2025-05-12,2025-05-16,Completed,4,44,44,1
ORD00226,2025-05-08,P002,PET Strapping Roll,Strapping Solutions,250,2025-05-10,2025-05-14,In Production,4,250,112,0.448
ORD00227,2025-11-27,P012,7-Ply Corrugated Box,Customized Carton Boxes,8,2025-11-29,2025-12-04,Completed,5,8,8,1
ORD00228,2025-01-22,P010,Battery Strapping Machine,Packaging Tools & Equipment,131,2025-01-27,2025-01-28,Completed,1,131,131,1
ORD00229,2025-04-06,P003,Bubble Wrap Roll,Protective Packaging,13,2025-04-10,2025-04-13,Completed,3,13,13,1
ORD00230,2025-02-14,P007,Wooden Pallet,Pallet Solutions,27,2025-02-18,2025-02-22,In Production,4,27,10,0.37037037
ORD00231,2025-07-03,P002,PET Strapping Roll,Strapping Solutions,55,2025-07-08,2025-07-13,Completed,5,55,55,1
ORD00232,2025-01-16,P006,Shrink Film Roll,Stretch / Film Solutions,18,2025-01-20,2025-01-21,Completed,1,18,18,1
ORD00233,2025-05-17,P007,Wooden Pallet,Pallet Solutions,6,2025-05-23,2025-05-30,Pending,7,6,0,0
ORD00234,2025-06-12,P007,Wooden Pallet,Pallet Solutions,11,2025-06-16,2025-06-21,Completed,5,11,11,1
ORD00235,2025-09-09,P009,Manual Strapping Tool,Packaging Tools & Equipment,29,2025-09-11,2025-09-12,Completed,1,29,29,1
ORD00236,2025-04-01,P007,Wooden Pallet,Pallet Solutions,44,2025-04-05,2025-04-06,In Production,1,44,32,0.727272727
ORD00237,2025-12-27,P011,5-Ply Corrugated Box,Customized Carton Boxes,22,2026-01-01,2026-01-06,Completed,5,22,22,1
ORD00238,2025-12-29,P002,PET Strapping Roll,Strapping Solutions,50,2026-01-04,2026-01-10,Completed,6,50,50,1
ORD00239,2025-01-01,P012,7-Ply Corrugated Box,Customized Carton Boxes,12,2025-01-07,2025-01-11,Completed,4,12,12,1
ORD00240,2025-06-19,P013,Platform Trolley,Material Handling,34,2025-06-21,2025-06-23,In Production,2,34,22,0.647058824
ORD00241,2025-04-18,P007,Wooden Pallet,Pallet Solutions,10,2025-04-21,2025-04-27,Completed,6,10,10,1
ORD00242,2025-07-31,P011,5-Ply Corrugated Box,Customized Carton Boxes,27,2025-08-05,2025-08-09,In Production,4,27,12,0.444444444
ORD00243,2025-01-11,P012,7-Ply Corrugated Box,Customized Carton Boxes,47,2025-01-15,2025-01-18,In Production,3,47,25,0.531914894
ORD00244,2025-11-11,P013,Platform Trolley,Material Handling,20,2025-11-16,2025-11-22,Completed,6,20,20,1
ORD00245,2025-12-23,P002,PET Strapping Roll,Strapping Solutions,60,2025-12-29,2026-01-04,Completed,6,60,60,1
ORD00246,2025-01-28,P012,7-Ply Corrugated Box,Customized Carton Boxes,9,2025-02-01,2025-02-02,Completed,1,9,9,1
ORD00247,2025-11-23,P014,Hand Pallet Truck,Material Handling,6,2025-11-27,2025-11-28,Completed,1,6,6,1
ORD00248,2025-07-18,P011,5-Ply Corrugated Box,Customized Carton Boxes,29,2025-07-21,2025-07-24,Completed,3,29,29,1
ORD00249,2025-02-01,P005,Stretch Film Roll,Stretch / Film Solutions,32,2025-02-04,2025-02-11,In Production,7,32,17,0.53125
ORD00250,2025-09-25,P007,Wooden Pallet,Pallet Solutions,10,2025-09-30,2025-10-05,Completed,5,10,10,1
ORD00251,2025-10-20,P002,PET Strapping Roll,Strapping Solutions,285,2025-10-26,2025-10-28,Pending,2,285,0,0
ORD00252,2025-08-11,P007,Wooden Pallet,Pallet Solutions,41,2025-08-14,2025-08-21,In Production,7,41,25,0.609756098
ORD00253,2025-05-22,P011,5-Ply Corrugated Box,Customized Carton Boxes,13,2025-05-28,2025-06-01,In Production,4,13,5,0.384615385
ORD00254,2025-02-21,P010,Battery Strapping Machine,Packaging Tools & Equipment,9,2025-02-23,2025-02-28,In Production,5,9,4,0.444444444
ORD00255,2025-01-20,P011,5-Ply Corrugated Box,Customized Carton Boxes,3,2025-01-23,2025-01-26,Completed,3,3,3,1
ORD00256,2025-09-01,P002,PET Strapping Roll,Strapping Solutions,170,2025-09-05,2025-09-08,Completed,3,170,170,1
ORD00257,2025-06-03,P012,7-Ply Corrugated Box,Customized Carton Boxes,5,2025-06-08,2025-06-15,Completed,7,5,5,1
ORD00258,2025-09-06,P004,EPE Foam Roll,Protective Packaging,122,2025-09-12,2025-09-19,Completed,7,122,122,1
ORD00259,2025-01-15,P011,5-Ply Corrugated Box,Customized Carton Boxes,6,2025-01-18,2025-01-20,Completed,2,6,6,1
ORD00260,2025-07-23,P012,7-Ply Corrugated Box,Customized Carton Boxes,24,2025-07-25,2025-07-31,Completed,6,24,24,1
ORD00261,2025-06-26,P005,Stretch Film Roll,Stretch / Film Solutions,38,2025-06-29,2025-07-06,Completed,7,38,38,1
ORD00262,2025-04-26,P004,EPE Foam Roll,Protective Packaging,17,2025-04-29,2025-05-02,Completed,3,17,17,1
ORD00263,2025-06-06,P003,Bubble Wrap Roll,Protective Packaging,31,2025-06-10,2025-06-14,Completed,4,31,31,1
ORD00264,2025-09-19,P011,5-Ply Corrugated Box,Customized Carton Boxes,14,2025-09-23,2025-09-28,Completed,5,14,14,1
ORD00265,2025-05-14,P006,Shrink Film Roll,Stretch / Film Solutions,8,2025-05-18,2025-05-20,In Production,2,8,6,0.75
ORD00266,2025-01-14,P013,Platform Trolley,Material Handling,9,2025-01-19,2025-01-22,Completed,3,9,9,1
ORD00267,2025-04-24,P007,Wooden Pallet,Pallet Solutions,56,2025-04-30,2025-05-06,In Production,6,56,30,0.535714286
ORD00268,2025-05-13,P009,Manual Strapping Tool,Packaging Tools & Equipment,40,2025-05-19,2025-05-26,Completed,7,40,40,1
ORD00269,2025-05-14,P005,Stretch Film Roll,Stretch / Film Solutions,11,2025-05-20,2025-05-23,In Production,3,11,4,0.363636364
ORD00270,2025-03-03,P005,Stretch Film Roll,Stretch / Film Solutions,7,2025-03-08,2025-03-13,Completed,5,7,7,1
ORD00271,2025-04-03,P003,Bubble Wrap Roll,Protective Packaging,14,2025-04-05,2025-04-09,Completed,4,14,14,1
ORD00272,2025-02-15,P004,EPE Foam Roll,Protective Packaging,15,2025-02-18,2025-02-23,Pending,5,15,0,0
ORD00273,2025-01-08,P011,5-Ply Corrugated Box,Customized Carton Boxes,65,2025-01-12,2025-01-19,Completed,7,65,65,1
ORD00274,2025-07-16,P003,Bubble Wrap Roll,Protective Packaging,11,2025-07-22,2025-07-27,Completed,5,11,11,1
ORD00275,2025-08-11,P008,Plastic Pallet,Pallet Solutions,15,2025-08-14,2025-08-17,Completed,3,15,15,1
ORD00276,2025-04-19,P001,PP Strapping Roll,Strapping Solutions,1050,2025-04-21,2025-04-26,Completed,5,1050,1050,1
ORD00277,2025-01-25,P005,Stretch Film Roll,Stretch / Film Solutions,130,2025-01-27,2025-02-02,Completed,6,130,130,1
ORD00278,2025-04-16,P002,PET Strapping Roll,Strapping Solutions,65,2025-04-18,2025-04-21,Completed,3,65,65,1
ORD00279,2025-11-13,P007,Wooden Pallet,Pallet Solutions,13,2025-11-15,2025-11-18,Completed,3,13,13,1
ORD00280,2025-03-24,P001,PP Strapping Roll,Strapping Solutions,280,2025-03-26,2025-03-31,Completed,5,280,280,1
ORD00281,2025-09-10,P008,Plastic Pallet,Pallet Solutions,54,2025-09-13,2025-09-14,Completed,1,54,54,1
ORD00282,2025-01-26,P006,Shrink Film Roll,Stretch / Film Solutions,10,2025-01-28,2025-02-04,Completed,7,10,10,1
ORD00283,2025-03-12,P007,Wooden Pallet,Pallet Solutions,23,2025-03-15,2025-03-18,Completed,3,23,23,1
ORD00284,2025-05-20,P008,Plastic Pallet,Pallet Solutions,33,2025-05-25,2025-05-31,In Production,6,33,18,0.545454545
ORD00285,2025-08-02,P012,7-Ply Corrugated Box,Customized Carton Boxes,44,2025-08-08,2025-08-12,Completed,4,44,44,1
ORD00286,2025-07-30,P006,Shrink Film Roll,Stretch / Film Solutions,34,2025-08-04,2025-08-05,Completed,1,34,34,1
ORD00287,2025-12-19,P007,Wooden Pallet,Pallet Solutions,4,2025-12-25,2025-12-26,Completed,1,4,4,1
ORD00288,2025-11-26,P004,EPE Foam Roll,Protective Packaging,16,2025-11-29,2025-12-04,Completed,5,16,16,1
ORD00289,2025-04-25,P002,PET Strapping Roll,Strapping Solutions,50,2025-05-01,2025-05-07,Completed,6,50,50,1
ORD00290,2025-06-11,P002,PET Strapping Roll,Strapping Solutions,280,2025-06-13,2025-06-17,Completed,4,280,280,1
ORD00291,2025-11-23,P008,Plastic Pallet,Pallet Solutions,22,2025-11-27,2025-12-02,Completed,5,22,22,1
ORD00292,2025-06-19,P006,Shrink Film Roll,Stretch / Film Solutions,15,2025-06-25,2025-07-02,Completed,7,15,15,1
ORD00293,2025-07-01,P001,PP Strapping Roll,Strapping Solutions,390,2025-07-05,2025-07-10,Completed,5,390,390,1
ORD00294,2025-04-11,P009,Manual Strapping Tool,Packaging Tools & Equipment,17,2025-04-14,2025-04-15,In Production,1,17,8,0.470588235
ORD00295,2025-03-05,P001,PP Strapping Roll,Strapping Solutions,160,2025-03-10,2025-03-14,Completed,4,160,160,1
ORD00296,2025-12-21,P012,7-Ply Corrugated Box,Customized Carton Boxes,38,2025-12-27,2025-12-29,Completed,2,38,38,1
ORD00297,2025-05-21,P009,Manual Strapping Tool,Packaging Tools & Equipment,7,2025-05-26,2025-05-29,Completed,3,7,7,1
ORD00298,2025-06-10,P001,PP Strapping Roll,Strapping Solutions,180,2025-06-16,2025-06-22,Completed,6,180,180,1
ORD00299,2025-10-05,P001,PP Strapping Roll,Strapping Solutions,220,2025-10-09,2025-10-15,Completed,6,220,220,1
ORD00300,2025-08-05,P003,Bubble Wrap Roll,Protective Packaging,21,2025-08-07,2025-08-12,Completed,5,21,21,1
ORD00301,2025-03-16,P009,Manual Strapping Tool,Packaging Tools & Equipment,30,2025-03-18,2025-03-24,Completed,6,30,30,1
ORD00302,2025-07-19,P006,Shrink Film Roll,Stretch / Film Solutions,16,2025-07-22,2025-07-27,Completed,5,16,16,1
ORD00303,2025-04-14,P003,Bubble Wrap Roll,Protective Packaging,17,2025-04-20,2025-04-27,Completed,7,17,17,1
ORD00304,2025-04-10,P012,7-Ply Corrugated Box,Customized Carton Boxes,78,2025-04-14,2025-04-18,Completed,4,78,78,1
ORD00305,2025-05-16,P014,Hand Pallet Truck,Material Handling,26,2025-05-19,2025-05-21,Completed,2,26,26,1
ORD00306,2025-11-12,P002,PET Strapping Roll,Strapping Solutions,50,2025-11-16,2025-11-20,In Production,4,50,33,0.66
ORD00307,2025-03-23,P002,PET Strapping Roll,Strapping Solutions,365,2025-03-28,2025-04-02,In Production,5,365,263,0.720547945
ORD00308,2025-09-01,P011,5-Ply Corrugated Box,Customized Carton Boxes,6,2025-09-07,2025-09-14,Completed,7,6,6,1
ORD00309,2025-02-28,P006,Shrink Film Roll,Stretch / Film Solutions,23,2025-03-05,2025-03-08,In Production,3,23,18,0.782608696
ORD00310,2025-06-01,P007,Wooden Pallet,Pallet Solutions,69,2025-06-04,2025-06-07,Completed,3,69,69,1
ORD00311,2025-11-19,P009,Manual Strapping Tool,Packaging Tools & Equipment,19,2025-11-22,2025-11-29,In Production,7,19,10,0.526315789
ORD00312,2025-12-18,P001,PP Strapping Roll,Strapping Solutions,210,2025-12-21,2025-12-22,Completed,1,210,210,1
ORD00313,2025-07-18,P011,5-Ply Corrugated Box,Customized Carton Boxes,23,2025-07-23,2025-07-29,Completed,6,23,23,1
ORD00314,2025-01-24,P014,Hand Pallet Truck,Material Handling,12,2025-01-26,2025-01-29,Completed,3,12,12,1
ORD00315,2025-01-16,P013,Platform Trolley,Material Handling,41,2025-01-21,2025-01-23,In Production,2,41,27,0.658536585
ORD00316,2025-07-11,P003,Bubble Wrap Roll,Protective Packaging,15,2025-07-13,2025-07-18,Completed,5,15,15,1
ORD00317,2025-06-26,P002,PET Strapping Roll,Strapping Solutions,145,2025-06-29,2025-07-03,Completed,4,145,145,1
ORD00318,2025-10-09,P006,Shrink Film Roll,Stretch / Film Solutions,96,2025-10-14,2025-10-20,Completed,6,96,96,1
ORD00319,2025-12-10,P005,Stretch Film Roll,Stretch / Film Solutions,20,2025-12-13,2025-12-14,Completed,1,20,20,1
ORD00320,2025-10-17,P010,Battery Strapping Machine,Packaging Tools & Equipment,20,2025-10-23,2025-10-26,Completed,3,20,20,1
ORD00321,2025-06-19,P006,Shrink Film Roll,Stretch / Film Solutions,33,2025-06-24,2025-06-28,Completed,4,33,33,1
ORD00322,2025-10-03,P014,Hand Pallet Truck,Material Handling,10,2025-10-06,2025-10-09,In Production,3,10,7,0.7
ORD00323,2025-01-19,P002,PET Strapping Roll,Strapping Solutions,50,2025-01-25,2025-01-28,Completed,3,50,50,1
ORD00324,2025-09-19,P003,Bubble Wrap Roll,Protective Packaging,33,2025-09-21,2025-09-25,In Production,4,33,26,0.787878788
ORD00325,2025-04-02,P004,EPE Foam Roll,Protective Packaging,5,2025-04-08,2025-04-13,Completed,5,5,5,1
ORD00326,2025-04-16,P007,Wooden Pallet,Pallet Solutions,10,2025-04-22,2025-04-29,Completed,7,10,10,1
ORD00327,2025-11-21,P002,PET Strapping Roll,Strapping Solutions,55,2025-11-25,2025-12-02,Completed,7,55,55,1
ORD00328,2025-04-25,P011,5-Ply Corrugated Box,Customized Carton Boxes,41,2025-05-01,2025-05-05,Completed,4,41,41,1
ORD00329,2025-02-09,P001,PP Strapping Roll,Strapping Solutions,100,2025-02-15,2025-02-21,Completed,6,100,100,1
ORD00330,2025-06-19,P012,7-Ply Corrugated Box,Customized Carton Boxes,13,2025-06-21,2025-06-25,Completed,4,13,13,1
ORD00331,2025-03-10,P002,PET Strapping Roll,Strapping Solutions,230,2025-03-16,2025-03-17,In Production,1,230,121,0.526086957
ORD00332,2025-05-26,P004,EPE Foam Roll,Protective Packaging,61,2025-05-28,2025-05-30,In Production,2,61,34,0.557377049
ORD00333,2025-04-04,P011,5-Ply Corrugated Box,Customized Carton Boxes,3,2025-04-10,2025-04-16,Completed,6,3,3,1
ORD00334,2025-01-09,P009,Manual Strapping Tool,Packaging Tools & Equipment,22,2025-01-12,2025-01-17,Completed,5,22,22,1
ORD00335,2025-03-02,P009,Manual Strapping Tool,Packaging Tools & Equipment,11,2025-03-04,2025-03-08,Completed,4,11,11,1
ORD00336,2025-09-29,P014,Hand Pallet Truck,Material Handling,9,2025-10-04,2025-10-06,In Production,2,9,7,0.777777778
ORD00337,2025-02-12,P002,PET Strapping Roll,Strapping Solutions,310,2025-02-16,2025-02-21,Completed,5,310,310,1
ORD00338,2025-04-16,P001,PP Strapping Roll,Strapping Solutions,190,2025-04-20,2025-04-24,Completed,4,190,190,1
ORD00339,2025-11-10,P009,Manual Strapping Tool,Packaging Tools & Equipment,22,2025-11-14,2025-11-20,In Production,6,22,11,0.5
ORD00340,2025-06-07,P012,7-Ply Corrugated Box,Customized Carton Boxes,35,2025-06-13,2025-06-16,Completed,3,35,35,1
ORD00341,2025-10-09,P005,Stretch Film Roll,Stretch / Film Solutions,31,2025-10-15,2025-10-21,Completed,6,31,31,1
ORD00342,2025-02-02,P003,Bubble Wrap Roll,Protective Packaging,24,2025-02-06,2025-02-08,Completed,2,24,24,1
ORD00343,2025-03-31,P009,Manual Strapping Tool,Packaging Tools & Equipment,10,2025-04-05,2025-04-09,In Production,4,10,7,0.7
ORD00344,2025-09-22,P002,PET Strapping Roll,Strapping Solutions,140,2025-09-25,2025-09-30,Completed,5,140,140,1
ORD00345,2025-07-27,P002,PET Strapping Roll,Strapping Solutions,205,2025-08-02,2025-08-04,Completed,2,205,205,1
ORD00346,2025-05-22,P004,EPE Foam Roll,Protective Packaging,25,2025-05-25,2025-05-30,Completed,5,25,25,1
ORD00347,2025-09-15,P011,5-Ply Corrugated Box,Customized Carton Boxes,24,2025-09-19,2025-09-22,In Production,3,24,10,0.416666667
ORD00348,2025-09-05,P014,Hand Pallet Truck,Material Handling,106,2025-09-08,2025-09-15,In Production,7,106,84,0.79245283
ORD00349,2025-12-13,P005,Stretch Film Roll,Stretch / Film Solutions,6,2025-12-16,2025-12-23,Completed,7,6,6,1
ORD00350,2025-07-24,P006,Shrink Film Roll,Stretch / Film Solutions,58,2025-07-28,2025-07-29,Completed,1,58,58,1
ORD00351,2025-04-13,P007,Wooden Pallet,Pallet Solutions,14,2025-04-16,2025-04-22,Completed,6,14,14,1
ORD00352,2025-02-10,P007,Wooden Pallet,Pallet Solutions,5,2025-02-15,2025-02-20,In Production,5,5,2,0.4
ORD00353,2025-04-04,P004,EPE Foam Roll,Protective Packaging,5,2025-04-10,2025-04-13,Completed,3,5,5,1
ORD00354,2025-06-27,P009,Manual Strapping Tool,Packaging Tools & Equipment,54,2025-07-02,2025-07-09,Completed,7,54,54,1
ORD00355,2025-07-14,P014,Hand Pallet Truck,Material Handling,64,2025-07-20,2025-07-21,Completed,1,64,64,1
ORD00356,2025-07-07,P001,PP Strapping Roll,Strapping Solutions,100,2025-07-10,2025-07-14,Completed,4,100,100,1
ORD00357,2025-03-09,P002,PET Strapping Roll,Strapping Solutions,295,2025-03-15,2025-03-21,In Production,6,295,107,0.362711864
ORD00358,2025-03-18,P013,Platform Trolley,Material Handling,44,2025-03-23,2025-03-30,Completed,7,44,44,1
ORD00359,2025-05-09,P012,7-Ply Corrugated Box,Customized Carton Boxes,5,2025-05-15,2025-05-22,Completed,7,5,5,1
ORD00360,2025-08-19,P005,Stretch Film Roll,Stretch / Film Solutions,19,2025-08-23,2025-08-26,In Production,3,19,14,0.736842105
ORD00361,2025-11-07,P012,7-Ply Corrugated Box,Customized Carton Boxes,26,2025-11-10,2025-11-15,In Production,5,26,21,0.807692308
ORD00362,2025-02-10,P003,Bubble Wrap Roll,Protective Packaging,12,2025-02-15,2025-02-20,Completed,5,12,12,1
ORD00363,2025-10-20,P005,Stretch Film Roll,Stretch / Film Solutions,82,2025-10-25,2025-11-01,Completed,7,82,82,1
ORD00364,2025-05-19,P004,EPE Foam Roll,Protective Packaging,26,2025-05-24,2025-05-31,Completed,7,26,26,1
ORD00365,2025-12-05,P007,Wooden Pallet,Pallet Solutions,79,2025-12-09,2025-12-15,Completed,6,79,79,1
ORD00366,2025-07-23,P005,Stretch Film Roll,Stretch / Film Solutions,136,2025-07-29,2025-08-05,Completed,7,136,136,1
ORD00367,2025-05-26,P006,Shrink Film Roll,Stretch / Film Solutions,10,2025-05-31,2025-06-06,Completed,6,10,10,1
ORD00368,2025-10-04,P005,Stretch Film Roll,Stretch / Film Solutions,9,2025-10-08,2025-10-13,Completed,5,9,9,1
ORD00369,2025-10-16,P011,5-Ply Corrugated Box,Customized Carton Boxes,33,2025-10-21,2025-10-26,Completed,5,33,33,1
ORD00370,2025-05-14,P009,Manual Strapping Tool,Packaging Tools & Equipment,25,2025-05-17,2025-05-20,Completed,3,25,25,1
ORD00371,2025-09-09,P004,EPE Foam Roll,Protective Packaging,6,2025-09-14,2025-09-17,Completed,3,6,6,1
ORD00372,2025-07-22,P001,PP Strapping Roll,Strapping Solutions,1970,2025-07-25,2025-07-27,Completed,2,1970,1970,1
ORD00373,2025-09-30,P005,Stretch Film Roll,Stretch / Film Solutions,51,2025-10-04,2025-10-08,Completed,4,51,51,1
ORD00374,2025-09-09,P007,Wooden Pallet,Pallet Solutions,4,2025-09-12,2025-09-15,Completed,3,4,4,1
ORD00375,2025-04-30,P005,Stretch Film Roll,Stretch / Film Solutions,32,2025-05-02,2025-05-04,Completed,2,32,32,1
ORD00376,2025-02-11,P002,PET Strapping Roll,Strapping Solutions,50,2025-02-14,2025-02-15,Completed,1,50,50,1
ORD00377,2025-07-17,P008,Plastic Pallet,Pallet Solutions,20,2025-07-22,2025-07-24,Completed,2,20,20,1
ORD00378,2025-06-15,P003,Bubble Wrap Roll,Protective Packaging,5,2025-06-18,2025-06-24,Completed,6,5,5,1
ORD00379,2025-02-27,P014,Hand Pallet Truck,Material Handling,13,2025-03-02,2025-03-08,Completed,6,13,13,1
ORD00380,2025-09-01,P007,Wooden Pallet,Pallet Solutions,13,2025-09-07,2025-09-09,Completed,2,13,13,1
ORD00381,2025-10-02,P003,Bubble Wrap Roll,Protective Packaging,45,2025-10-04,2025-10-06,Completed,2,45,45,1
ORD00382,2025-12-19,P012,7-Ply Corrugated Box,Customized Carton Boxes,5,2025-12-24,2025-12-27,Completed,3,5,5,1
ORD00383,2025-10-18,P003,Bubble Wrap Roll,Protective Packaging,26,2025-10-21,2025-10-26,Completed,5,26,26,1
ORD00384,2025-06-01,P005,Stretch Film Roll,Stretch / Film Solutions,35,2025-06-05,2025-06-10,Completed,5,35,35,1
ORD00385,2025-06-14,P011,5-Ply Corrugated Box,Customized Carton Boxes,5,2025-06-16,2025-06-22,Completed,6,5,5,1
ORD00386,2025-02-19,P005,Stretch Film Roll,Stretch / Film Solutions,42,2025-02-25,2025-03-03,Completed,6,42,42,1
ORD00387,2025-11-25,P005,Stretch Film Roll,Stretch / Film Solutions,22,2025-11-30,2025-12-06,Completed,6,22,22,1
ORD00388,2025-09-09,P001,PP Strapping Roll,Strapping Solutions,180,2025-09-11,2025-09-15,In Production,4,180,73,0.405555556
ORD00389,2025-09-28,P002,PET Strapping Roll,Strapping Solutions,55,2025-09-30,2025-10-06,Pending,6,55,0,0
ORD00390,2025-04-09,P007,Wooden Pallet,Pallet Solutions,29,2025-04-15,2025-04-21,Completed,6,29,29,1
ORD00391,2025-08-23,P003,Bubble Wrap Roll,Protective Packaging,5,2025-08-28,2025-08-29,Completed,1,5,5,1
ORD00392,2025-06-16,P009,Manual Strapping Tool,Packaging Tools & Equipment,19,2025-06-20,2025-06-24,Completed,4,19,19,1
ORD00393,2025-08-20,P001,PP Strapping Roll,Strapping Solutions,100,2025-08-25,2025-08-29,Completed,4,100,100,1
ORD00394,2025-04-20,P007,Wooden Pallet,Pallet Solutions,7,2025-04-24,2025-04-25,Completed,1,7,7,1
ORD00395,2025-03-12,P003,Bubble Wrap Roll,Protective Packaging,8,2025-03-16,2025-03-19,In Production,3,8,4,0.5
ORD00396,2025-06-16,P001,PP Strapping Roll,Strapping Solutions,140,2025-06-21,2025-06-23,Completed,2,140,140,1
ORD00397,2025-06-28,P011,5-Ply Corrugated Box,Customized Carton Boxes,40,2025-07-03,2025-07-07,In Production,4,40,31,0.775
ORD00398,2025-10-04,P005,Stretch Film Roll,Stretch / Film Solutions,7,2025-10-10,2025-10-12,Completed,2,7,7,1
ORD00399,2025-04-24,P006,Shrink Film Roll,Stretch / Film Solutions,19,2025-04-29,2025-05-02,Completed,3,19,19,1
ORD00400,2025-12-24,P006,Shrink Film Roll,Stretch / Film Solutions,15,2025-12-27,2026-01-03,Completed,7,15,15,1
ORD00401,2025-05-07,P004,EPE Foam Roll,Protective Packaging,22,2025-05-10,2025-05-11,In Production,1,22,12,0.545454545
